9104,10249519909,PREMIEANT -SOUTH AUSTIN,,,2022-12-05T18:29:00+00:00,,,AUSTIN,,,,,,,,,,TX,Client
8253,10250267945,INTEGRATED COMM SERVICE-ABI,,,2022-12-05T18:29:00+00:00,,,ABILENE,,,,,,,,,,TX,Client
8250,10249456809,SOUTH TEXAS COM - MCALLEN,,,2022-12-05T18:29:00+00:00,,,MCALLEN,,,,,,,,,,TX,Client
8247,10250259558,SOUTH TEXAS COM - BEAUMONT,,,2022-12-05T18:29:00+00:00,,,BEAUMONT,,,,,,,,,,TX,Client
8243,10249514094,INTEGRATED COMM SERVICES-SPR,,,2022-12-05T18:29:00+00:00,,,SPRING,,,,,,,,,,TX,Client
8241,10250267943,SOUTH TEXAS COM - SAN ANTONIO,,,2022-12-05T18:29:00+00:00,,,SAN ANTONIO,,,,,,,,,,TX,Client
8239,10250309715,TEXAS HCS - HARLINGEN,,,2022-12-05T18:29:00+00:00,,,HARLINGEN,,,,,,,,,,TX,Client
7781,10250282372,IMAGINE ART,,,2022-12-05T18:29:00+00:00,,,AUSTIN,,,,,,,,,,TX,Client
7777,10249514093,A SIMPLE CHOICE,,,2022-12-05T18:29:00+00:00,,,CROSS ROADS,,,,,,,,,,TX,Client
7771,10250241046,INTEGRATED LIFE CHOICES- TEXAS,7609744736,,2022-12-05T18:29:00+00:00,19363370030,,CONROE,United States,Hospital & Health Care,,,,,,,,TX,Client
7769,10249446168,"VITA LIVING, INC.",,,2022-12-05T18:29:00+00:00,,,HOUSTON,,,,,,,,,,TX,Client
7746,10250309714,TRIED AND TRUE  HOME CARE SERV,,,2022-12-05T18:29:00+00:00,,,WINDCREST,,,,,,,,,,TX,Client
7731,10249568830,NEW DAY INTERMEDIATE CARE,,,2022-12-05T18:29:00+00:00,,,LIVINGSTON,,,,,,,,,,TX,Client
119999,10250267941,KY FC/SHL,,,2022-12-05T18:29:00+00:00,,,(STATE WIDE),,,,,,,,,,KY,Client
113204,10249424527,D&S - MOREHEAD (KY),,,2022-12-05T18:29:00+00:00,,,MOREHEAD,,,,,,,,,,KY,Client
112135,10250248544,DAYSPRING FHP (KY),,,2022-12-05T18:29:00+00:00,,,LOUISVILLE,,,,,,,,,,KY,Client
112130,10250232857,OPEN DOORS INC (KY),,,2022-12-05T18:29:00+00:00,,,LOUISVILLE,,,,,,,,,,KY,Client
SAMSC,10249560620,TARRYTOWN EXPOCARE SC,,,2022-12-05T18:29:00+00:00,,,LEXINGTON,,,,,,,,,,SC,Client
SAMPLE,10249568828,EXPOCARE SAMPLE FACILITY,,,2022-12-05T18:29:00+00:00,,,AUSTIN,,,,,,,,,,TX,Client
SAMIL,10250315933,TARRYTOWN EXPOCARE IL,,TJ Drudi,2022-12-05T18:29:00+00:00,,,CHICAGO,,,,,,,,,,IL,Client
SAMGA,10250282370,TARRYTOWN EXPOCARE GA,,,2022-12-05T18:29:00+00:00,,,THOMSON,,,,,,,,,,GA,Client
IDDEXP,10248716092,IDD AGENCY,,,2022-12-05T18:29:00+00:00,,,AUSTIN,,,,,,,,,,TX,Client
9999,10250232856,FC / SHL,,,2022-12-05T18:29:00+00:00,,,(STATE WIDE),,,,,,,,,,TX,Client
9930,10249519907,D&S AUSTIN AREA HOST HOMES,,,2022-12-05T18:29:00+00:00,,,AUSTIN,,,,,,,,,,TX,Client
9251,10250198331,ABUNDANT LIFE - PARIS,,,2022-12-05T18:29:00+00:00,,,PARIS,,,,,,,,,,TX,Client
7702,10249497001,ABIDING CHOICE,,,2022-12-05T18:29:00+00:00,,,ROCKDALE,,,,,,,,,,TX,Client
182107,10249487720,MERCER VAN WERT (OH),,TJ Drudi,2022-12-05T18:29:00+00:00,,,VAN WERT,,,,,,,,,,OH,Client
SAMNJ,10249560619,TARRYTOWN EXPOCARE NJ,,,2022-12-05T18:29:00+00:00,,,ELMWOOD PARK,,,,,,,,,,NJ,Client
182101,10249536013,MERCER RES SERV ICF (OH),,TJ Drudi,2022-12-05T18:29:00+00:00,,,CELINA,,,,,,,,,,OH,Client
7367,10249527652,COMMUNITY OPTIONS - AMARILLO,,,2022-12-05T18:29:00+00:00,,,AMARILLO,,,,,,,,,,TX,Client
7365,10250282369,COMMUNITY OPTIONS - DALLAS,,,2022-12-05T18:29:00+00:00,,,DALLAS,,,,,,,,,,TX,Client
6750,10250259557,LIFE CHOICES-EDINBURG EN/SP,,,2022-12-05T18:29:00+00:00,,,EDINBURG,,,,,,,,,,TX,Client
6737,10250259556,LIFE CHOICES - DEL RIO,,,2022-12-05T18:29:00+00:00,,,DEL RIO,,,,,,,,,,TX,Client
5979,10249446165,ST.GILES BEAUMONT- ICF,,,2022-12-05T18:29:00+00:00,,,BEAUMONT,,,,,,,,,,TX,Client
537305,10249519905,COMM OPT - WEST VALLEY (UT),,,2022-12-05T18:29:00+00:00,,,WEST VALLEY,,,,,,,,,,UT,Client
512131,10250208037,ASPIRE DVLPMNTL SRV -NODH (NM),,,2022-12-05T18:29:00+00:00,,,ROSWELL,,,,,,,,,,NM,Client
502117,10249424526,NEW FAC - PPEP TUCSON (AZ),,,2022-12-05T18:29:00+00:00,,,TUCSON,,,,,,,,,,AZ,Client
502115,10250208035,NEW FAC -PPEP CASA GRANDE (AZ),,,2022-12-05T18:29:00+00:00,,,CASA GRANDE,,,,,,,,,,AZ,Client
472002,10250208034,FIRST RESOURCES OTTUMWA (IA),,,2022-12-05T18:29:00+00:00,,,OTTUMWA,,,,,,,,,,IA,Client
4701,10249487719,TEXANA ROSENBERG,,,2022-12-05T18:29:00+00:00,,,ROSENBERG,,,,,,,,,,TX,Client
462014,10249424525,NEWFAC-HOH BELLEVUE/OMAHA (NE),,,2022-12-05T18:29:00+00:00,,,BELLEVUE,,,,,,,,,,NE,Client
462010,10249470004,HOH LINCOLN (NE),,,2022-12-05T18:29:00+00:00,,,LINCOLN,,,,,,,,,,NE,Client
462005,10250198327,HOH KEARNEY (NE),,,2022-12-05T18:29:00+00:00,,,KEARNEY,,,,,,,,,,NE,Client
462001,10249527649,HOH GRAND ISLAND (NE),,,2022-12-05T18:29:00+00:00,,,GRAND ISLAND,,,,,,,,,,NE,Client
414505,10250241044,PIASA MANOR (ICF) (DDMS) (IL),,TJ Drudi,2022-12-05T18:29:00+00:00,,,GODFREY,,,,,,,,,,IL,Client
412705,10249514092,UCP SEGUIN SOUTH (IL(STE)),,TJ Drudi,2022-12-05T18:29:00+00:00,,,CICERO,,,,,,,,,,IL,Client
412703,10250241043,UCP SEGUIN WEST (IL(STE)),,TJ Drudi,2022-12-05T18:29:00+00:00,,,CICERO,,,,,,,,,,IL,Client
412153,10249514091,LINDEN ESTATES (ICF) (IL),,TJ Drudi,2022-12-05T18:29:00+00:00,,,MORTON,,,,,,,,,,IL,Client
412151,10249568827,OAKWOOD ESTATES (ICF) (IL),,TJ Drudi,2022-12-05T18:29:00+00:00,,,MORTON,,,,,,,,,,IL,Client
392069,10250267938,TENDER CARE - NO DH (NJ-N),,,2022-12-05T18:29:00+00:00,,,UNION,,,,,,,,,,NJ,Client
377003,10249424522,COMM OPT LEHIGH (NODH)(PA-N),,,2022-12-05T18:29:00+00:00,,,ALLENTOWN,,,,,,,,,,PA,Client
376501,10250317447,NEWFAC-GRWTH HRIZN BUCKS(PA-S),,,2022-12-05T18:29:00+00:00,,,LEVITTOWN,,,,,,,,,,PA,Client
376002,10249560617,NEW FAC - LIFEPATH (PA-N),,,2022-12-05T18:29:00+00:00,,,BETHLEHEM,,,,,,,,,,PA,Client
3274,10249560616,D&S - HOUSTON,,,2022-12-05T18:29:00+00:00,,,SPRING,,,,,,,,,,TX,Client
3203,10250232853,SEVITA BROWNSVILLE,,,2022-12-05T18:29:00+00:00,,,BROWNSVILLE,,,,,,,,,,TX,Client
255205,10250315924,SOTO SAVANNAH (GA),,,2022-12-05T18:29:00+00:00,,,SAVANNAH,,,,,,,,,,GA,Client
252709,10248716089,UCP GA,,,2022-12-05T18:29:00+00:00,,,MACON,,,,,,,,,,GA,Client
252033,10250315922,TAPLEY'S (GA) (NO DH),,,2022-12-05T18:29:00+00:00,,,AUGUSTA,,,,,,,,,,GA,Client
252019,10249480037,LONGEVITY (GA) (NO DH),,,2022-12-05T18:29:00+00:00,,,AUGUSTA,,,,,,,,,,GA,Client
252005,10250282365,VOA (GA) (NO DH),,,2022-12-05T18:29:00+00:00,,,GRIFFIN,,,,,,,,,,GA,Client
252003,10249546343,ANN TAPLEY'S (GA) (NO DH),,,2022-12-05T18:29:00+00:00,,,AUGUSTA,,,,,,,,,,GA,Client
252000,10249560614,ANGEL'S PCH (GA) (NO DH),,,2022-12-05T18:29:00+00:00,,,AUGUSTA,,,,,,,,,,GA,Client
2501,10250282364,PEOPLE CARE HCS/ICF,,,2022-12-05T18:29:00+00:00,,,EL PASO,,,,,,,,,,TX,Client
2430,10250208030,NEW FAC - DRACO EL PASO,,,2022-12-05T18:29:00+00:00,,,EL PASO,,,,,,,,,,TX,Client
2406,10249446163,RUSSO & ASSOCIATES,,,2022-12-05T18:29:00+00:00,,,CYPRESS,,,,,,,,,,TX,Client
182155,10250259553,NEW FAC-CIRCULO HOST HOMES(OH),,TJ Drudi,2022-12-05T18:29:00+00:00,,,GALLIAPOLIS,,,,,,,,,,OH,Client
182153,10249496995,MIDWEST WAYNE (OH),,TJ Drudi,2022-12-05T18:29:00+00:00,,,,,,,,,,,,,OH,Client
182151,10250198325,MIDWEST STARK (OH),,TJ Drudi,2022-12-05T18:29:00+00:00,,,,,,,,,,,,,OH,Client
182149,10249560613,MIDWEST ASH/RICH (OH),,TJ Drudi,2022-12-05T18:29:00+00:00,,,WOOSTER,,,,,,,,,,OH,Client
182147,10250232851,NEW FAC - THE SOCIETY (OH),,TJ Drudi,2022-12-05T18:29:00+00:00,,,SEVILLE,,,,,,,,,,OH,Client
182143,10248716086,PATTY'S HOME CARE (OH),,TJ Drudi,2022-12-05T18:29:00+00:00,,,MENTOR,,,,,,,,,,OH,Client
182137,10250314499,NEW FAC - CIRCULO HEALTH (OH),,TJ Drudi,2022-12-05T18:29:00+00:00,,,GALLIAPOLIS,,,,,,,,,,OH,Client
182117,10250315918,NEW FAC-DIVINE RESIDENTIAL(OH),,TJ Drudi,2022-12-05T18:29:00+00:00,,,HEBRON,,,,,,,,,,OH,Client
103120,10250282363,SEVITA GVILLE (THERAP)(NODH)TN,,Amy Melton,2022-12-05T18:29:00+00:00,,,GREENEVILLE,,,,,,,,,,TN,Client
396049,9364815390,VICTORIA MANOR (NJ-S),,Adrian Brown (Deactivated User),2022-08-11T20:50:00+00:00,,,,,,,,,,,,,NJ,Client
396019,9364862296,AVE TO INDPNDT. LIVING (NJ-S),,Adrian Brown (Deactivated User),2022-08-11T20:47:00+00:00,,,,,,,,,,,,,NJ,Client
392021,9364666649,SERV (NJ-N),,Adrian Brown (Deactivated User),2022-08-11T18:36:00+00:00,16464582106,,CLIFTON,,,,,,,,,,NJ,Client
3292,9072942170,D&S/TMN AMARILLO,,,2022-07-07T12:53:00+00:00,,,AMARILLO,,,,,,,,,,TX,Client
3276,9072928804,D&S - WICHITA FALLS,,,2022-07-07T12:53:00+00:00,,,WICHITA FALLS,,,,,,,,,,TX,Client
3232,9072928802,D&S - MCKINNEY,,,2022-07-07T12:53:00+00:00,,,MCKINNEY,,,,,,,,,,TX,Client
3290,9072928801,D&S - CORPUS,,,2022-07-07T12:53:00+00:00,,,CORPUS CHRISTI,,,,,,,,,,TX,Client
3244,9072896426,D&S - SAN ANTONIO,,,2022-07-07T12:53:00+00:00,,,SAN ANTONIO,,,,,,,,,,TX,Client
3108,9072880700,D&S - NORTH,,,2022-07-07T12:53:00+00:00,,,AUSTIN,,,,,,,,,,TX,Client
392019,9072859979,PILOT (NJ-S),,Adrian Brown (Deactivated User),2022-07-07T12:53:00+00:00,8568090600,2023-11-15T10:00:00+00:00,BERLIN,United States,,2023-10-25T00:00:00+00:00,,,,,,,NJ,Client
3252,9072853799,D&S - SAN ANGELO,,,2022-07-07T12:53:00+00:00,,,SAN ANGELO,,,,,,,,,,TX,Client
3227,9072853796,D&S - LUBBOCK,,,2022-07-07T12:53:00+00:00,,,LUBBOCK,,,,,,,,,,TX,Client
103110,9072834607,TMN KNOXVILLE (TN) (NO DH),,Amy Melton,2022-07-07T12:53:00+00:00,,2024-01-30T14:33:00+00:00,KNOXVILLE,,,2023-08-10T00:00:00+00:00,2023-09-27T00:00:00+00:00,,1; 2; 3; 4; 5,,,,TN,Client
3236,9072834605,D&S - ODESSA - NO DAYHAB,,,2022-07-07T12:53:00+00:00,,,ODESSA,,,,,,,,,,TX,Client
3284,9072585278,D&S - PARIS,,,2022-07-07T12:53:00+00:00,,,PARIS,,,,,,,,,,TX,Client
3228,9072541223,D&S - DENTON,,,2022-07-07T12:53:00+00:00,,,DENTON,,,,,,,,,,TX,Client
3104,9072534357,D&S - SOUTH,,,2022-07-07T12:53:00+00:00,,,AUSTIN,,,,,,,,,,TX,Client
103113,9072494966,TMN NASHVILLE (TN),,Amy Melton,2022-07-07T12:53:00+00:00,,2023-10-03T15:02:00+00:00,NASHVILLE,,,2023-08-22T00:00:00+00:00,2023-11-01T00:00:00+00:00,,1; 2; 3,,,,TN,Client
113213,9072942173,SEVITA ELIZABETHTOWN (KY),,,2022-07-07T12:53:00+00:00,,,ELIZABETHTOWN,,,,,,,,,,KY,Client
3264,9072934817,D&S - COLLEGE STATION,,,2022-07-07T12:53:00+00:00,,,BRYAN,,,,,,,,,,TX,Client
392063,9072934816,EASTER SEALS (NJ-N),,Adrian Brown (Deactivated User),2022-07-07T12:53:00+00:00,732-257-6662,, -,,,,,,,,,,NJ,Client
113211,9072928803,SEVITA SOMERSET (KY),,,2022-07-07T12:53:00+00:00,,,SOMERSET,,,,,,,,,,KY,Client
103122,9072928800,TMN CROSSVILLE *NO DH* (TN),,Amy Melton,2022-07-07T12:53:00+00:00,,2024-01-05T15:04:00+00:00,CROSSVILLE,,,2023-08-18T00:00:00+00:00,2023-10-09T00:00:00+00:00,,1; 2; 3; 4,,,,TN,Client
392022,9072896424,SPECTRUM (NJ-N),,Adrian Brown (Deactivated User),2022-07-07T12:53:00+00:00,,,RIVER VALE,,,,,,,,,,NJ,Client
372102,9072890671,RHD LIFE SHARING (PA),,Adrian Brown (Deactivated User),2022-07-07T12:53:00+00:00,,2023-01-17T20:33:00+00:00,NAZARETH,,,2022-11-16T00:00:00+00:00,2023-01-17T00:00:00+00:00,,1; 2,,,,PA,Client
412110,9072885595,SHORE WEST (IL*STE*),,TJ Drudi,2022-07-07T12:53:00+00:00,,,SKOKIE,,,,,,,,,,IL,Client
3295,9072880702,NEW FAC - SEVITA RGV,,,2022-07-07T12:53:00+00:00,,,EDINBURG,,,,,,,,,,TX,Client
113208,9072874079,D&S - ASHLAND/LOUISA (KY),,,2022-07-07T12:53:00+00:00,,,CATLETTSBURG,,,,,,,,,,KY,Client
3256,9072874078,D&S - LONGVIEW,,,2022-07-07T12:53:00+00:00,,,LONGVIEW,,,,,,,,,,TX,Client
396093,9072869022,OAKS INTEG - OASIS (NJ-S),,Adrian Brown (Deactivated User),2022-07-07T12:53:00+00:00,,,MT HOLLY,,,,,,,,,,NJ,Client
103107,9072863795,TMN CHATTANOOGA*NODH* (TN),,Amy Melton,2022-07-07T12:53:00+00:00,,2023-12-08T16:28:00+00:00,CHATTANOOGA,,,2023-08-11T00:00:00+00:00,2023-09-26T00:00:00+00:00,,1; 2; 3; 4,,,,TN,Client
3268,9072863792,D&S - BERTRAM  NO DAYHAB,,,2022-07-07T12:53:00+00:00,,,BERTRAM,,,,,,,,,,TX,Client
3260,9072853797,D&S - ABILENE,,,2022-07-07T12:53:00+00:00,,,ABILENE,,,,,,,,,,TX,Client
392089,9072847927,OAKS INTEGRATED CARE (NJ-N),,Adrian Brown (Deactivated User),2022-07-07T12:53:00+00:00,,,MT HOLLY,,,,,,,,,,NJ,Client
396089,9072823210,OAKS INTEGRATED CARE (NJ-S),,Adrian Brown (Deactivated User),2022-07-07T12:53:00+00:00,,,MT HOLLY,,,,,,,,,,NJ,Client
4709,9072823209,TEXANA MISSOURI CITY,,,2022-07-07T12:53:00+00:00,,,MISSOURI CITY,,,,,,,,,,TX,Client
412114,9072823207,SHORE MAIN (IL*STE*),,TJ Drudi,2022-07-07T12:53:00+00:00,,,SKOKIE,,,,,,,,,,IL,Client
102003,9072625281,MADISON HAY-SELMER*NO DH*(TN),,Amy Melton,2022-07-07T12:53:00+00:00,,,SELMER,,,2023-08-23T00:00:00+00:00,2023-10-19T00:00:00+00:00,,1; 2; 3,,,,TN,Client
2446,9072625278,DALLAS METROCARE SERVICES,,,2022-07-07T12:53:00+00:00,,,DALLAS,,,,,,,,,,TX,Client
103116,9072604321,TMN JACKSON *NO DH* (TN),,Amy Melton,2022-07-07T12:53:00+00:00,,,JACKSON,,,2023-10-17T00:00:00+00:00,2024-01-23T00:00:00+00:00,,,,,,TN,Client
113209,9072604318,SEVITA DANVILLE *NO DH*(KY),,,2022-07-07T12:53:00+00:00,,,DANVILLE,,,,,,,,,,KY,Client
4705,9072604316,TEXANA WHARTON,,,2022-07-07T12:53:00+00:00,,,WHARTON,,,,,,,,,,TX,Client
103119,9072585279,SEVITA GREENEVILLE *NODH* (TN),,Amy Melton,2022-07-07T12:53:00+00:00,,,GREENEVILLE,,,2023-08-24T00:00:00+00:00,2023-10-04T00:00:00+00:00,,1; 2; 3,,,,TN,Client
396013,9072585276,ARC GLOUCESTER (NJ-S),,Adrian Brown (Deactivated User),2022-07-07T12:53:00+00:00,,,WEST DEPTFORD,,,,,,,,,,NJ,Client
2622,9072581161,MISSION ROAD DEVELOPMENTAL CTR,,,2022-07-07T12:53:00+00:00,,,SAN ANTONIO,,,,,,,,,,TX,Client
103105,9072581160,TMN MARYVILLE (TN),,Amy Melton,2022-07-07T12:53:00+00:00,,2024-01-30T14:36:00+00:00,ALCOA,,,2023-08-10T00:00:00+00:00,2023-09-29T00:00:00+00:00,,1; 2; 3; 4,,,,TN,Client
103102,9072541230,TMN COOKEVILLE *NODH* (TN),,Amy Melton,2022-07-07T12:53:00+00:00,,2023-12-27T18:33:00+00:00,COOKEVILLE,,,2023-08-22T00:00:00+00:00,2023-10-24T00:00:00+00:00,,1; 2; 3,,,,TN,Client
3240,9072541225,D&S - BIG SPRING - NO DAYHAB,,,2022-07-07T12:53:00+00:00,,,BIG SPRING,,,,,,,,,,TX,Client
4703,9072534358,TEXANA - EL CAMPO,,,2022-07-07T12:53:00+00:00,,,EL CAMPO,,,,,,,,,,TX,Client
3224,9072518715,D&S - ARLINGTON,,,2022-07-07T12:53:00+00:00,,,ARLINGTON,,,,,,,,,,TX,Client
392029,9072494969,SPECTRUM ICF (NJ-N),,Adrian Brown (Deactivated User),2022-07-07T12:53:00+00:00,,,CLOSTER,,,,,,,,,,NJ,Client
412166,9072942175,ENVISION NORTH *STE* NODH (IL),,TJ Drudi,2022-07-07T12:53:00+00:00,,2024-01-29T17:46:00+00:00,CHICAGO,,,2024-01-24T00:00:00+00:00,,,1,,,,IL,Client
412104,9072942174,ESPERANZA COMM SERV (IL*STE*),,TJ Drudi,2022-07-07T12:53:00+00:00,,2024-01-29T17:49:00+00:00,CHICAGO,,,2024-01-24T00:00:00+00:00,,,1,,,,IL,Client
172102,9072934812,DUNGARVIN (IN) (T&F SHIP ONLY),8304450607,,2022-07-07T12:53:00+00:00,,,SOUTH BEND,,,,,,,,,,IN,Client
4223,9072922398,LAKES REGIONAL-PARIS (NO DH),,,2022-07-07T12:53:00+00:00,,,PARIS,,,,,,,,,,TX,Client
412125,9072903504,HELPING HAND CENTER (IL*STE*),,TJ Drudi,2022-07-07T12:53:00+00:00,,,HODGKINS,,,,,,,,,,IL,Client
6749,9072890665,LIFE CHOICES - SAN ANTONIO,,,2022-07-07T12:53:00+00:00,,,SAN ANTONIO,,,,,,,,,,TX,Client
392009,9072859980,DPD/CATHOLIC CHARITIES (NJ-N),,Adrian Brown (Deactivated User),2022-07-07T12:53:00+00:00,(973) 406-1100,2023-08-25T14:46:00+00:00,OAK RIDGE,United States,,,,,,,,,NJ,Client
392012,9072859978,J-ADD (NJ-N),,Adrian Brown (Deactivated User),2022-07-07T12:53:00+00:00,,,PARAMUS,,,,,,,,,,NJ,Client
4225,9072859977,LAKES REGIONAL - TERRELL,,,2022-07-07T12:53:00+00:00,,,TERRELL,,,,,,,,,,TX,Client
412157,9072847925,DSC (IL),,TJ Drudi,2022-07-07T12:53:00+00:00,,,CHAMPAIGN,,,,,,,,,,IL,Client
2524,9072840046,DOVE'S HAVEN,,,2022-07-07T12:53:00+00:00,,,SAN ANTONIO,,,,,,,,,,TX,Client
4220,9072823206,LAKES REGIONAL - GREENVILLE,,,2022-07-07T12:53:00+00:00,,,GREENVILLE,,,,,,,,,,TX,Client
412118,9072581157,EP!C (IL),,TJ Drudi,2022-07-07T12:53:00+00:00,,,PEORIA,,,,,,,,,,IL,Client
396067,9072581154,EQUAL PARTNERS (NJ-S),,Adrian Brown (Deactivated User),2022-07-07T12:53:00+00:00,,, -,,,,,,,,,,NJ,Client
412177,9072541231,ENVISION SOUTH *NODH* (IL),,TJ Drudi,2022-07-07T12:53:00+00:00,,,PARK FOREST,,,,,,,,,,IL,Client
534513,9072541229,NEWFAC-DDMS WEST SIDE ICF (UT),,,2022-07-07T12:53:00+00:00,,,WEST VALLEY CITY,,,,,,,,,,UT,Client
6742,9072524090,LIFE CHOICES-BROWNSVILLE EN/SP,,,2022-07-07T12:53:00+00:00,,,EDINBURG,,,,,,,,,,TX,Client
507304,9072942176,COMMUNITY OPT GREATER PHX (AZ),,,2022-07-07T12:53:00+00:00,,,TEMPE,,,,,,,,,,AZ,Client
5224,9072942172,DAYBREAK - BROWNWOOD,,,2022-07-07T12:53:00+00:00,,,EARLY,,,,,,,,,,TX,Client
5963,9072942169,DAYBREAK - MEXIA/CORSICANA,,,2022-07-07T12:53:00+00:00,,,CORSICANA,,,,,,,,,,TX,Client
534507,9072916061,NEWFAC-DDMS LINDON CARE ICF*UT,,,2022-07-07T12:53:00+00:00,,,LINDON,,,,,,,,,,UT,Client
7327,9072909576,COMMUNITY OPTIONS - EL PASO,,,2022-07-07T12:53:00+00:00,,,EL PASO,,,,,,,,,,TX,Client
377005,9072909574,COMM OPT DRUMS (PA),,Adrian Brown (Deactivated User),2022-07-07T12:53:00+00:00,,2023-08-20T08:40:00+00:00,DRUMS,,,2023-01-17T00:00:00+00:00,2023-05-02T00:00:00+00:00,,1,,,,PA,Client
5276,9072903502,DAYBREAK - ARLINGTON,,,2022-07-07T12:53:00+00:00,,,ARLINGTON,,,,,,,,,,TX,Client
517301,9072896427,COMM OPT LAS CRUCES (NM)*NODH*,,,2022-07-07T12:53:00+00:00,,,LAS CRUCES,,,,,,,,,,NM,Client
397304,9072869024,COMM OPTIONS -MONTVILLE (NJ-N),,Adrian Brown (Deactivated User),2022-07-07T12:53:00+00:00,,,DEVILLE,,,,,,,,,,NJ,Client
5950,9072853800,DAYBREAK - ABILENE,,,2022-07-07T12:53:00+00:00,,,ABILENE,,,,,,,,,,TX,Client
5988,9072847930,UCG - CENTRAL,,,2022-07-07T12:53:00+00:00,,,NEW BRAUNFELS,,,,,,,,,,TX,Client
182145,9072847928,SAFE HAVEN CICL (OH),,TJ Drudi,2022-07-07T12:53:00+00:00,,,MIDDLETOWN,,,,,,,,,,OH,Client
7331,9072847924,COMMUNITY OPTIONS - AUSTIN,,,2022-07-07T12:53:00+00:00,,,PFLUGERVILLE,,,,,,,,,,TX,Client
396053,9072834608,CROSSROADS (NJ-S),,Adrian Brown (Deactivated User),2022-07-07T12:53:00+00:00,,2023-09-06T15:42:00+00:00, -,,,2022-10-07T00:00:00+00:00,2023-05-17T00:00:00+00:00,,1,,,,NJ,Client
7356,9072625282,COMMUNITY OPTIONS - CORPUS,,,2022-07-07T12:53:00+00:00,,,CORPUS CHRISTI,,,,,,,,,,TX,Client
5220,9072604317,DAYBREAK - LUBBOCK,,,2022-07-07T12:53:00+00:00,,,LUBBOCK,,,,,,,,,,TX,Client
534510,9072585280,NEWFAC-DDMS NORTH SIDE ICF(UT),,,2022-07-07T12:53:00+00:00,,,BOUNTIFUL,,,,,,,,,,UT,Client
377001,9072581158,COMM OPT SCHUYLKILL (PA),,Adrian Brown (Deactivated User),2022-07-07T12:53:00+00:00,,2023-01-30T20:38:00+00:00,ORWIGSBURG,,,2023-01-30T00:00:00+00:00,,,1,,,,PA,Client
